Graph,Cluster
19,0
30,0
32,0
40,0
47,0
1,1
3,1
4,1
5,1
6,1
10,1
11,1
12,1
15,1
25,1
29,1
33,1
35,1
36,1
37,1
38,1
39,1
41,1
44,1
45,1
46,1
51,1
53,1
54,1
66,1
69,1
72,1
73,1
77,1
79,1
86,1
0,2
2,2
7,2
8,2
14,2
16,2
26,2
28,2
49,2
50,2
56,2
57,2
58,2
62,2
64,2
65,2
68,2
70,2
75,2
76,2
81,2
83,2
9,3
13,3
17,3
18,3
20,3
21,3
22,3
23,3
24,3
27,3
31,3
34,3
42,3
43,3
48,3
52,3
55,3
59,3
60,3
61,3
63,3
67,3
71,3
74,3
78,3
80,3
82,3
84,3
85,3
