Graph,Cluster
8,0
34,0
61,0
63,0
80,0
6,1
9,1
66,1
20,2
35,2
53,2
76,2
22,3
3,4
10,4
11,4
12,4
14,4
24,4
26,4
28,4
44,4
50,4
55,4
58,4
72,4
75,4
83,4
86,4
0,5
13,5
23,5
27,5
30,5
60,5
4,6
31,6
65,6
36,7
2,8
5,8
7,8
18,8
19,8
21,8
25,8
32,8
37,8
38,8
39,8
40,8
41,8
42,8
43,8
45,8
47,8
48,8
49,8
51,8
67,8
69,8
70,8
71,8
73,8
74,8
81,8
84,8
85,8
54,9
56,10
57,11
62,12
33,13
52,13
64,13
77,14
78,15
79,16
1,17
15,17
16,17
17,17
29,17
46,17
59,17
68,17
82,17
