Graph,Cluster
0,0
1,0
3,0
5,0
6,0
7,0
12,0
14,0
15,0
16,0
17,0
18,0
19,0
25,0
26,0
28,0
29,0
33,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
45,0
46,0
47,0
48,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
59,0
64,0
65,0
67,0
68,0
69,0
71,0
72,0
74,0
75,0
76,0
78,0
79,0
84,0
85,0
4,1
20,1
23,1
27,1
31,1
44,1
49,1
58,1
61,1
73,1
77,1
82,1
8,2
9,2
10,2
13,2
21,2
22,2
24,2
30,2
32,2
34,2
60,2
62,2
63,2
66,2
70,2
80,2
81,2
83,2
86,2
2,3
11,3
