Graph,Cluster
4,0
10,0
25,0
36,0
45,0
53,0
9,1
20,1
21,1
22,1
23,1
24,1
27,1
30,1
31,1
34,1
60,1
61,1
63,1
69,1
80,1
82,1
0,2
1,2
2,2
3,2
5,2
6,2
7,2
8,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
26,2
28,2
29,2
33,2
35,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
46,2
47,2
48,2
50,2
51,2
52,2
54,2
55,2
56,2
57,2
59,2
62,2
64,2
65,2
66,2
67,2
68,2
70,2
71,2
72,2
74,2
75,2
76,2
77,2
78,2
83,2
84,2
85,2
86,2
11,3
32,3
44,3
49,3
58,3
73,3
79,3
81,3
